Set,Date,date2,Where,Description,State,Number,Zipcodes,notes,cause
FY 2010,03/13/10,03/11/2010,"AEE Tecnica de Rio Piedras, Santurce, PR 00908 ",Worker was hit in the forehead by the hook of a crane that was being used to install a utility pole. He was knocked unconscious and transported to the hospital where he later died.,PR,1,00908 ,,
FY 2010,03/13/10,03/12/2010,"GATX Corporation, Camp Minden, LA  71058","Worker had climbed down a ladder into a railcar, which had been identified as a confined space, wearing an acid gas respirator with an organic vapor cartridge.  As he began to exit the railcar, climbing up the ladder, he collapsed and fell back into the railcar.  It is believed there was a nitrogen atmosphere in the railcar.",LA,1,71058,,
FY 2010,03/20/10,02/23/10,"North Star Emergency Services, LLC, Charlotte, NC 28277",Worker was inspecting a roof on 2/23/2010 when he fell 23 feet. He later died from his injuries on 3/10/2010.,NC,1,28277,,
FY 2010,03/20/10,03/09/2010,"Florida Rock & Tank Lines Inc, Nashville, TN 37209","Worker was using a power take-off (PTO) pump to transfer gasoline from one underground storage tank to another. The output pipe of the pump broke, spraying fuel over the worker. The fuel later ignited and the worker was seriously burned. He died the next day.",TN,1,37209,,
FY 2010,03/20/10,03/12/2010,"Cross Crete Concrete, Midland, TX  79706","The company was applying a coat of stain and two coats of sealant.  Two workers were observed outside the building getting air, as the fumes were getting to be too much. One worker fatality and one worker hospitalization.",TX,1,79706,,
FY 2010,03/20/10,03/14/10,"AEE Tecnica de Aguadilla, Moca, PR 00676","Worker was repairing damage to a 4160-Volt power line. The worker grabbed the part of the line which was not de-energized and was electrocuted, instantly causing his death.",PR,1,676,,
FY 2010,03/20/10,03/16/10,"AT&T Contracting, Philadelphia, PA  19124","Worker was conducting roofing work, removing sky lights, and fell 50 feet to the lower level.",PA,1,19124,,
FY 2010,03/20/10,03/16/10,"Clinton Hill Golf Course, Swansea, IL  62229",Worker was spraying fertilizer with a utility cart boom sprayer.  The cart overturned trapping the worker.,IL,1,62229,,
FY 2010,03/20/10,03/16/10,"Walsh Construction, Gary, IN 46403",Worker was working on highway with two other Walsh Construction workers and a subcontractor patching potholes. He was struck by a drunk driver speeding at up to 90 mph.,IN,1,46403,,
FY 2010,03/20/10,03/17/10,"7-Eleven, Kansas City, MO  64134",Worker was killed during a store robbery.,MO,1,64134,,
FY 2010,03/20/10,03/17/10,"Demolition Disposal Services Inc., Lexington, KY 40509",Two workers were at the Lexington landfill loading one dumpster into another. During the process a chain became hung up and one worker stepped into the dumpster to free the chain. The dumpster fell on the worker. He was transported to the hospital where he later died.,KY,1,40509,,
FY 2010,03/20/10,03/17/10,"General Mills, Inc., Newdale, ID  83436",Worker attempted to break a grain bridge manually by entering the bin and fell into the grain.,ID,1,83436,,
FY 2010,03/20/10,03/17/10,"Pacific Gas & Electric Co., Bencia, CA 94510",Worker was working in a vault and was electrocuted.,CA,1,94510,,
FY 2010,03/20/10,03/17/10,"Precision AG Service, Inc., Pocahontas, AR  72455","Worker was in the process of transferring grain from one bin to another, and was found in a grain bin covered by a few feet of corn, 20 to 25 feet away from the door.",AR,1,72455,,
FY 2010,03/20/10,03/17/10,"Roane Transportation, Rockwood, TN 37854",Worker was standing on a flatbed trailer while a crane operator was loading three coils of steel onto the truck. The coils fell off the truck striking the worker who had jumped off the truck to get out of the way.,TN,1,37854,,
FY 2010,03/20/10,03/18/10,"Cal-Sierra Pipe Inc., La Grand, CA 95333",Worker was unloading pipe from a flatbed trailer when he was knocked off the trailer by pipe that then fell onto him.,CA,1,95333,,
FY 2010,03/20/10,03/18/10,"Munday Machinery, Lakeland, FL  33809","Worker was working on a large RV vehicle with the front suspended on a jack.  The jack collapsed, and the vehicle fell on the worker.",FL,1,33809,,
FY 2010,03/20/10,03/19/10,"Intermech Inc., Silverdale, WA  98605",Worker was carrying an oxygen/acetylene hose.  Worker was walking uphill across a roadway and was struck by an end loader.,WA,1,98605,,
FY 2010,03/20/10,03/19/10,"Performance Contractors, Plaquemine, LA  70764",Worker was directing the driver of an 18-wheeler truck backwards into a Poly A Unit.  Worker ended up in a position where the 18-wheeler tires rolled over and crushed his head.,LA,1,70764,,
FY 2010,03/20/10,03/19/10,"Pine Island Ridge Country Club, Davis, FL  33324","Worker was driving a golf cart, picking up debris along the roadway, and was struck by a vehicle.",FL,1,33324,,
FY 2010,03/20/10,03/19/10,"Spirit Aero Systems, Tulsa, OK  74116",Worker was working on the airbrakes of the cab of a tractor trailer.  The truck engine engaged and dragged the worker until the truck hit another building.  Worker was found pinned between the left front tire and engine.,OK,1,74116,,
FY 2010,03/20/10,03/20/10,"Reed's Salvage Corporation, Grafton, OH  44035",Worker was accessing the area under a load and was crushed/struck-by the scrap vehicle.,OH,1,44035,,
FY 2010,03/27/10,03/17/10,"GE Transportation, Kansas City, MO  64153","Worker was working on the wheel and axle line, using an overhead bridge crane to lift a 5,100-lb locomotive wheel set.  Worker lifted the locomotive wheel set, causing it to swing in a pendulum motion, pinning his leg against another stationary locomotive wheel set.",MO,1,64153,,
FY 2010,03/27/10,03/17/10,"The Pit Stop, Chico, CA 95926",Worker became entangled in the rear differential of a vehicle.,CA,1,95926,,
FY 2010,03/27/10,03/18/10,"Simpson Bridge Company Inc., Clevland, TN 37311",Worker fell about 7 feet while pouring a concrete column for a new bridge. He was taken to the hospital where he died during back surgery.,TN,1,37311,,
FY 2010,03/27/10,03/18/10,"Yacov Likhterman, Brooklyn, NY  11215",Worker fell 25 feet off a manlift.,NY,1,11215,,
FY 2010,03/27/10,03/19/10,"Bottom Dollar Tree Service, New Port Richey, FL  34654",Worker was cutting tree branches and cut himself with a chainsaw.,FL,1,34654,,
FY 2010,03/27/10,03/19/10,"Hidden Mill Marina Center, Egg Harbor Twp., NJ  08234","Worker was working on a client's boat, and an explosion occurred.",NJ,1,8234,,
FY 2010,03/27/10,03/19/10,"Southern Pump and Tank Company, Charlotte, NC 28629",Worker was working under a pull-behind compressor/generator and it fell off the jack stands.,NC,1,28629,,
FY 2010,03/27/10,03/20/10,"Triple S Oilfield Construction, Odessa, TX  79766",Worker received a severe electrical shock after an overhead crane derailed in the facility he was working in.,TX,1,79766,,
FY 2010,03/27/10,03/21/10,"T.J.B. Logistics, LLC., Mountain Lakes, NJ  07046",Worker fell off of an unguarded stair landing and struck his head on edge of stair tread 10 feet below.,NJ,1,7046,,
FY 2010,03/27/10,03/22/10,"Columbia Forest Productions, Presque Isle, ME  04769","Worker went into a stacker to clean dust off a photocell eye.  He did not use lockout/tagout, and after the dust was cleared away, the stacker activated.",ME,1,4769,,
FY 2010,03/27/10,03/23/10,"Miles City Auction Yard Miles City, MT  59301",Worker was trampled by a bull.,MT,1,59301,,
FY 2010,03/27/10,03/23/10,"United States Infrastructure Corporation, Fort Wayne, IN 46825",Worker was spray painting utility when he was struck by a vehicle. Worker later died on 3/19/2010.,IN,1,46825,,
FY 2010,03/27/10,03/24/10,"7-11 Store #13693, North Las Vegas, NV 89030",Worker was fatally shot during a robbery and was pronounced dead at the scene.,NV,1,89030,,
FY 2010,03/27/10,03/25/10,"AIM Construction, LLP, Delran, NJ  08075",Two workers were moving an aluminum ladder.  The ladder contacted an overhead power line.  One worker was electrocuted and the other was hospitalized.,NJ,1,8075,,
FY 2010,03/27/10,03/26/10,"Phoenix Fabricators and Erectors, Cleburne, TX  76033",Worker fell from an elevated water tower area.,TX,1,76033,,
FY 2010,03/27/10,03/27/10,"Creative Biomass Inc., Fitchburg, MA  01420","Worker was working on a motor, contacted live wires and was electrocuted.",MA,1,1420,,
FY 2010,04/03/2010,03/17/10,"Lujan Drilling, Pecos, NM 87552","Worker was operating a boom on a water well truck, when boom came in contact with overhead power line, electrocuting the worker. ",NM,1,87552,,
FY 2010,04/03/2010,03/23/10,"Washington Merchant Patrol, Federal Way, WA 92023","Worker, at the end of fourth day on night shift, drove company car into back of parked trucks. He received multiple head injuries.",WA,1,92023,,
FY 2010,04/03/2010,03/26/10,"Hermann Brothers Logging and Construction, Port Angeles, WA 98362","Worker was sitting on a conveyor and welding, when the conveyor system was energized causing the employee to be crushed. No locks were used to lockout the conveyor system.",WA,1,98362,,
FY 2010,04/03/2010,03/27/10,"Blackburn Farming, Firebaugh, CA 93622",Worker was driving a JackRunner chipper. He left the cab of the chipper and got caught in the auger of the JackRabbit bank-out car. ,CA,1,93622,,
FY 2010,04/03/2010,03/27/10,"Digital Domain, Venice, CA 90291",Worker was checking on office of a coworker. The worker opened the window and stepped out on the ledge where he slipped and fell to the parking lot below - approximately 20 - 25 feet. ,CA,1,90291,,
FY 2010,04/03/2010,03/28/10,"Velo Promo, Oakland, CA",Three volunteers setting up 40-foot portable antenna for radio communications during bicycle event. Top of antenna swayed 10 feet and touched high voltage line. One killed; one injured. ,CA,1,95372,,
FY 2010,04/03/2010,03/29/10,"Anderson Erickson Dairy, De Moines, IA 50317","Worker was attempting to clear a jammed flat of milk product containers when the ram actuator started moving forward, pinning the worker between the actuator and positioning post, crushing the worker. ",IA,1,50317,,
FY 2010,04/03/2010,03/29/10,"Cal Trans, Oakland, CA 94612",Worker fell from 15-story building to 6th floor atrium.,CA,1,94612,,
FY 2010,04/03/2010,03/29/10,"JAF Company Telephone Contractor, Yauco, PR 00698","Worker was installing a telephone cable while standing on a fiberglass ladder. He came in contact with a 4,000-Volt electrical line and fell 15 feet to the ground and died.",PR,1,698,,
FY 2010,04/03/2010,03/30/10,"Asplundh Tree Expert Co., Moutheard, KY 41548",Two workers had begun setting up traffic demarcations alongside the highway. The workers were struck by a tractor trailer whose brakes failed. ,KY,2,41548,,
FY 2010,04/03/2010,03/30/10,"Coopers Creek Store, Bryson City, NC 28713",Worker complained about not feeling well. He went to the basement of the store where he was running a gasoline powered generator. He was found at the bottom of the stairs. It was reported that carbon monoxide levels in the basement measured greater than 900 parts per million. ,NC,1,28713,,
FY 2010,04/03/2010,03/30/10,"Village of Homewood - Fire Department, Homewood, IL 60430","During a rescue attempt at a fully engulfed residential fire, two firefighters were injured and taken to the hospital. One firefighter died from his injuries. ",IL,1,60430,,
FY 2010,04/03/2010,04/01/2010,"MagnaGro Corporation, Lawrence, KS  66046",Two workers were cleaning a clogged pipe at the bottom of an enclosed molasses tank and were asphyxiated in the tank.,KS,2,66046,,
FY 2010,04/03/2010,04/01/2010,"Michael F. Ronca & Sons, Inc., Nottingham, PA  19362","Worker was performing work on filter galleries of a waste water treatment plant.  Worker appeared to have a heart attack and fell 9 feet to the bottom of the filtering bed, suffering head trauma.",PA,1,19362,,
FY 2010,04/03/2010,04/01/2010,"Robinson Drilling of Texas, Ltd., Midland, TX  79701",Worker was on a twelve-foot ladder and tapped on a valve connection from a pump union.  The union struck and destroyed the ladder.  Worker fell and was impaled on debris.,TX,1,79701,,
FY 2010,04/03/2010,04/01/2010,"Village of Washington Park, Washington Park, IL 62204","Mayor of the Village of Washington Park was driving through the village at 6 a.m., after leaving his second job. He stopped when someone asked for assistance and was shot twice by someone in a passing car. ",IL,1,62204,,
FY 2010,04/03/2010,04/02/2010,"Color Star Growers of Colorado, Fort Lupton, CO  80621",Worker was transporting roofing materials and fell from height.,CO,1,80621,,
FY 2010,04/03/2010,04/02/2010,"Tesoro Refining & Marketing Company, Anacortes, WA 98221",A naphtha hydrotreater located at a refinery released fuel which ignited.  Five workers died; two were critically injured. ,WA,5,98221,,
FY 2010,04/10/2010,02/12/2010,"D & P Trucking, Inc., Tucson, AZ 85742","Owner was in the process of cleaning the scissor lift. He raised the lift, making contact with overhead power lines, and was electrocuted. ",AZ,1,85742,,
FY 2010,04/10/2010,03/04/2010,"Thermal Conditioning Inc., Charlotte, NC 28278",Worker was performing air conditioning work on the roof a building when he fell 25 feet to the ground. ,NC,1,28278,,
FY 2010,04/10/2010,03/20/10,"Jif Trucking, El Monte, CA 91733",Worker was walking at a truck stop when he was struck and killed by a tractor trailer. ,CA,1,91733,,
